693.298310	883.337050	728.657288	965.814880	657.939331	965.157837	639.816956	956.400635	603.503357	892.176147	603.164490	874.300598	640.623657	810.776794	657.939392	801.441772	728.657288	802.125793	745.562012	811.033752	781.854065	875.219604	782.746399	891.974182	745.272156	955.459167	692.685852	883.651611	
693.298310	883.337050	728.657288	965.810730	657.939331	965.158203	639.822632	956.397217	603.502747	892.176636	603.163574	874.300049	640.624329	810.777466	657.939392	801.439270	728.657288	802.123108	745.561829	811.033936	781.852295	875.220764	782.743164	891.972168	745.270142	955.458069	692.683655	883.645996	
693.298310	883.337050	728.657227	965.813782	657.939331	965.112061	639.822083	956.397766	603.506348	892.174194	603.166931	874.302063	640.622559	810.776428	657.939392	801.441650	728.657288	802.120728	745.561829	811.033936	781.857300	875.217834	782.745667	891.973816	745.272095	955.459167	692.686951	883.649841	
693.298310	883.337050	728.657227	965.809937	657.939331	965.155334	639.820801	956.398437	603.504150	892.175781	603.165039	874.301025	640.621094	810.775452	657.939392	801.442261	728.657288	802.121277	745.561279	811.034180	781.853271	875.220093	782.745728	891.973816	745.271301	955.458679	692.687378	883.649841	
693.298310	883.337050	728.657288	965.810425	657.939331	965.157593	639.820923	956.398254	603.503723	892.176086	603.167664	874.302490	640.620850	810.775330	657.939392	801.442078	728.657288	802.122437	745.563721	811.032776	781.855835	875.218689	782.741577	891.971252	745.270874	955.458313	692.684814	883.647400	
693.298310	883.337050	728.657288	965.810608	657.939331	965.157349	639.821411	956.398193	603.505920	892.174622	603.169312	874.303406	640.623108	810.776794	657.939392	801.441345	728.657288	802.123596	745.563232	811.032959	781.852661	875.220459	782.744385	891.973083	745.271545	955.458740	692.689392	883.650024	
693.298310	883.337050	728.657227	965.809814	657.939331	965.156433	639.821045	956.398254	603.505249	892.174988	603.169373	874.303406	640.622742	810.776611	657.939392	801.442688	728.657288	802.122375	745.562378	811.033569	781.854126	875.219727	782.745544	891.973572	745.270630	955.458374	692.690735	883.651428	
693.298310	883.337050	728.657288	965.811584	657.939331	965.106384	639.821350	956.398071	603.507751	892.173523	603.168640	874.302917	640.622620	810.776489	657.939392	801.441589	728.657288	802.123169	745.564331	811.032288	781.855774	875.218811	782.770630	891.988220	745.271240	955.458679	692.713867	883.664246	
693.298310	883.337050	728.657227	965.809753	657.939331	965.110779	639.824829	956.395813	603.507446	892.173706	603.173035	874.305481	640.625488	810.778198	657.939392	801.441650	728.657288	802.121948	745.562561	811.033691	781.855408	875.218750	782.745422	891.973633	745.274597	955.460876	692.693787	883.651123	
693.298310	883.337050	728.657288	965.810547	657.939331	965.109802	639.821594	956.397888	603.506409	892.174316	603.164185	874.300354	640.624146	810.777466	657.939392	801.442932	728.657288	802.124023	745.563416	811.032959	781.856445	875.218506	782.741882	891.971680	745.272095	955.459106	692.681152	883.645325	
