692.491710	883.713280	727.850647	965.880005	657.132751	965.309204	639.757080	956.310425	603.369141	892.160706	602.963867	875.029663	640.308167	811.460083	657.132751	801.460022	727.850647	802.352356	745.359924	811.032410	781.718872	875.204895	782.382446	892.608215	744.991455	956.163696	692.660095	883.497681	
692.491710	883.713280	727.850647	965.877991	657.132751	965.313049	639.754700	956.312073	603.370117	892.160400	602.929382	875.009827	640.341125	811.480713	657.132751	801.460510	727.850647	802.352417	745.355164	811.035400	781.718628	875.205017	782.370361	892.600952	744.994019	956.165588	692.463318	883.821594	
692.491710	883.713280	727.850647	965.877380	657.132751	965.310669	639.754150	956.312439	603.367798	892.161621	602.966797	875.031616	640.342651	811.481567	657.132751	801.787354	727.850647	802.355530	745.357971	811.033752	781.719421	875.204529	782.383301	892.608887	744.990234	956.163208	692.657043	883.839478	
692.491710	883.713280	727.850647	965.878479	657.132751	965.310486	639.754883	956.311890	603.370667	892.159973	602.934326	875.012512	640.342590	811.481262	657.132751	801.463806	727.850647	802.356506	745.358337	811.033569	781.714233	875.207642	782.369934	892.600952	744.991211	956.163635	692.644653	883.521667	
692.491710	883.713280	727.850647	965.878113	657.132751	965.310242	639.754089	956.312500	603.371277	892.159607	602.965027	875.030334	640.345947	811.483582	657.132751	801.785645	727.850647	802.356201	745.358521	811.033447	781.717896	875.205505	782.383179	892.608337	744.993835	956.165344	692.656433	883.838623	
692.491710	883.713280	727.850647	965.878174	657.132751	965.310059	639.753906	956.312439	603.367371	892.161682	602.967102	875.031738	640.314087	811.463745	657.132751	801.460754	727.850647	802.352051	745.356995	811.034424	781.714783	875.207153	782.381958	892.607971	744.991028	956.163574	692.658997	883.491089	
692.491710	883.713280	727.850647	965.878540	657.132751	965.311401	639.754517	956.312317	603.370911	892.159790	602.923950	875.006531	640.314209	811.463440	657.132751	801.780884	727.850647	802.356140	745.356750	811.034424	781.718933	875.204895	782.370422	892.601135	744.994751	956.165955	692.638184	883.826904	
692.491710	883.713280	727.850647	965.878906	657.132751	965.310242	639.754456	956.312317	603.370605	892.159973	602.966919	875.031433	640.344788	811.483093	657.132751	801.459778	727.850647	802.351929	745.356873	811.034241	781.718140	875.205322	782.369080	892.600342	744.994385	956.165710	692.654724	883.498779	
692.491710	883.713280	727.850647	965.877991	657.132751	965.309448	639.754700	956.312012	603.372070	892.159119	602.967224	875.031738	640.342407	811.481384	657.132751	801.782837	727.850647	802.352234	745.357727	811.033936	781.719055	875.204590	782.370789	892.601318	744.991150	956.163757	692.653076	883.835693	
692.491710	883.713280	727.850647	965.879028	657.132751	965.311768	639.755188	956.311829	603.370728	892.160034	602.963684	875.029480	640.312744	811.462952	657.132751	801.781372	727.850647	802.351440	745.360229	811.032288	781.718933	875.204834	782.371155	892.601624	744.991699	956.163940	692.653015	883.834351	
692.491710	883.713280	727.850647	965.879028	657.132751	965.311890	639.758118	956.309875	603.370178	892.160400	602.961609	875.028320	640.305298	811.458313	657.132751	801.462036	727.850647	802.352051	745.360291	811.032043	781.719910	875.204285	782.370178	892.600830	744.991272	956.163818	692.653870	883.726929	
692.491710	883.713280	727.850647	965.877441	657.132751	965.310059	639.754883	956.312012	603.371338	892.159668	602.964722	875.030273	640.345154	811.483215	657.132751	801.781982	727.850647	802.352600	745.359131	811.033081	781.719116	875.204834	782.382568	892.608276	744.991089	956.163696	692.656677	883.836731	
692.491710	883.713280	727.850647	965.874573	657.132751	965.311462	639.757812	956.309937	603.371094	892.159546	602.963440	875.029480	640.345032	811.483093	657.132751	801.782349	727.850647	802.351013	745.359741	811.032593	781.719727	875.204285	782.370667	892.601379	744.992065	956.164124	692.653564	883.832703	
692.491710	883.713280	727.850647	965.877014	657.132751	965.308838	639.758423	956.309631	603.369812	892.160339	602.965027	875.030396	640.309265	811.460754	657.132751	801.783630	727.850708	802.351501	745.357727	811.033997	781.718872	875.205017	782.370300	892.601196	744.994446	956.165771	692.653503	883.834412	
692.491710	883.713280	727.850647	965.878540	657.132751	965.311218	639.759766	956.309021	603.363403	892.164124	602.964111	875.029846	640.346375	811.484009	657.132751	801.456726	727.850647	802.351685	745.357849	811.033630	781.718750	875.204895	782.380127	892.606750	744.989990	956.163086	692.659668	883.494263	
692.491710	883.713280	727.850647	965.878174	657.132751	965.310852	639.758240	956.309814	603.370789	892.159729	602.964233	875.029724	640.312073	811.462585	657.132751	801.780701	727.850647	802.351257	745.360413	811.032043	781.718933	875.204773	782.378418	892.605896	744.992432	956.164551	692.656799	883.834778	
692.491710	883.713280	727.850647	965.877563	657.132751	965.307007	639.758606	956.309448	603.374390	892.157715	602.960449	875.027710	640.344788	811.482849	657.132751	801.776733	727.850647	802.351196	745.358093	811.033630	781.719116	875.204773	782.370911	892.601501	744.990540	956.163330	692.652344	883.831421	
692.491710	883.713280	727.850647	965.878540	657.132751	965.306885	639.757812	956.309875	603.372864	892.158752	602.964600	875.030212	640.345215	811.483093	657.132751	801.781494	727.850647	802.351929	745.361450	811.031555	781.719788	875.204529	782.371094	892.601440	744.990723	956.163452	692.654663	883.833679	
692.491710	883.713280	727.850647	965.877686	657.132751	965.310303	639.755981	956.311279	603.375549	892.157043	602.968567	875.032471	640.308838	811.460693	657.132751	801.460205	727.850647	802.347656	745.360046	811.032288	781.719849	875.204346	782.370728	892.601318	744.990295	956.163147	692.657410	883.498962	
