1027.972305	894.857398	64.987000
1027.972157	894.857399	64.969000
1027.972161	894.857401	64.968000
1027.972161	894.857402	64.967000
1027.972163	894.857400	64.966000
1027.972163	894.857396	64.964000
1027.972160	894.857402	64.962000
1027.972160	894.857399	64.961000
1027.972161	894.857399	64.959000
1027.972163	894.857399	64.958000
1027.972161	894.857402	64.956000
1027.972162	894.857398	64.955000
1027.972161	894.857401	64.954000
1027.972160	894.857399	64.953000
1027.972158	894.857400	64.951000
1027.972162	894.857400	64.950000
1027.972156	894.857400	64.949000
1027.972161	894.857400	64.947000
1027.972158	894.857398	64.946000
1027.972154	894.857401	64.945000
1027.972153	894.857400	64.944000
1027.972157	894.857401	64.943000
1027.972155	894.857396	64.941000
1027.972158	894.857400	64.940000
1027.972162	894.857399	64.939000
1027.972156	894.857404	64.937000
1027.972155	894.857400	64.936000
1027.972155	894.857400	64.935000
1027.972157	894.857397	64.934000
1027.972156	894.857403	64.932000
1027.972159	894.857399	64.931000
1027.972156	894.857402	64.930000
1027.972156	894.857403	64.928000
1027.972156	894.857397	64.927000
1027.972154	894.857404	64.926000
1027.972157	894.857398	64.924000
1027.972155	894.857397	64.923000
1027.972159	894.857400	64.922000
1027.972156	894.857405	64.921000
1027.972159	894.857401	64.919000
1027.972156	894.857406	64.918000
1027.972157	894.857400	64.917000
1027.972154	894.857404	64.916000
1027.972156	894.857398	64.914000
1027.972160	894.857399	64.913000
1027.972158	894.857402	64.912000
1027.972156	894.857398	64.911000
1027.972158	894.857398	64.909000
1027.972154	894.857399	64.908000
1027.972156	894.857397	64.907000
1027.972156	894.857400	64.906000
1027.972157	894.857401	64.905000
1027.972158	894.857399	64.903000
1027.972153	894.857398	64.902000
1027.972159	894.857397	64.901000
1027.972158	894.857398	64.900000
1027.972157	894.857402	64.899000
1027.972153	894.857399	64.897000
1027.972156	894.857397	64.896000
1027.972154	894.857399	64.895000
1027.972153	894.857404	64.894000
1027.972155	894.857399	64.893000
1027.972159	894.857401	64.892000
1027.972156	894.857400	64.891000
1027.972154	894.857401	64.889000
1027.972154	894.857397	64.888000
1027.972153	894.857402	64.887000
1027.972154	894.857399	64.886000
1027.972154	894.857398	64.884000
1027.972153	894.857401	64.883000
1027.972154	894.857401	64.882000
1027.972154	894.857401	64.881000
1027.972153	894.857397	64.879000
1027.972153	894.857399	64.878000
1027.972157	894.857399	64.877000
1027.972156	894.857402	64.876000
1027.972158	894.857401	64.875000
1027.972152	894.857402	64.874000
1027.972157	894.857398	64.872000
1027.972155	894.857396	64.871000
1027.972155	894.857400	64.870000
1027.972151	894.857400	64.869000
1027.972159	894.857397	64.868000
1027.972152	894.857402	64.866000
1027.972154	894.857401	64.865000
1027.972152	894.857399	64.864000
1027.972155	894.857400	64.863000
1027.972154	894.857399	64.861000
1027.972152	894.857399	64.860000
1027.972149	894.857400	64.859000
1027.972151	894.857399	64.858000
1027.972158	894.857401	64.857000
1027.972151	894.857403	64.855000
1027.972152	894.857402	64.854000
1027.972149	894.857400	64.853000
1027.972153	894.857398	64.852000
1027.972151	894.857406	64.851000
1027.972155	894.857403	64.850000
1027.972151	894.857398	64.848000
1027.972152	894.857400	64.847000
1027.972151	894.857400	64.846000
1027.972154	894.857398	64.845000
1027.972151	894.857400	64.844000
1027.972150	894.857399	64.843000
1027.972149	894.857398	64.841000
1027.972149	894.857397	64.840000
1027.972151	894.857397	64.839000
1027.972150	894.857398	64.838000
1027.972150	894.857399	64.836000
1027.972153	894.857398	64.835000
1027.972152	894.857398	64.834000
1027.972152	894.857401	64.832000
1027.972156	894.857398	64.831000
1027.972147	894.857400	64.830000
1027.972154	894.857401	64.829000
1027.972154	894.857398	64.828000
1027.972158	894.857403	64.827000
1027.972153	894.857399	64.825000
1027.972152	894.857400	64.824000
1027.972157	894.857398	64.823000
1027.972152	894.857401	64.822000
1027.972152	894.857399	64.820000
1027.972151	894.857401	64.819000
1027.972154	894.857401	64.818000
1027.972147	894.857399	64.817000
1027.972154	894.857402	64.816000
1027.972154	894.857398	64.815000
1027.972160	894.857402	64.813000
1027.972153	894.857397	64.812000
1027.972157	894.857400	64.811000
1027.972151	894.857401	64.809000
1027.972156	894.857403	64.808000
1027.972152	894.857403	64.807000
1027.972155	894.857397	64.806000
1027.972152	894.857399	64.805000
1027.972156	894.857403	64.803000
1027.972153	894.857401	64.802000
1027.972151	894.857396	64.800000
1027.972154	894.857398	64.799000
1027.972150	894.857399	64.798000
1027.972149	894.857403	64.797000
1027.972152	894.857398	64.796000
1027.972153	894.857399	64.794000
1027.972156	894.857401	64.793000
1027.972152	894.857401	64.791000
1027.972154	894.857397	64.790000
1027.972151	894.857399	64.789000
1027.972153	894.857399	64.788000
1027.972152	894.857399	64.786000
1027.972154	894.857399	64.785000
1027.972152	894.857396	64.784000
1027.972150	894.857401	64.782000
1027.972150	894.857399	64.781000
1027.972152	894.857400	64.780000
1027.972152	894.857399	64.778000
1027.972155	894.857396	64.777000
1027.972151	894.857399	64.776000
1027.972152	894.857398	64.774000
1027.972151	894.857397	64.773000
1027.972152	894.857400	64.771000
1027.972153	894.857398	64.770000
1027.972153	894.857399	64.769000
1027.972155	894.857401	64.767000
1027.972153	894.857401	64.766000
1027.972148	894.857397	64.765000
1027.972155	894.857400	64.763000
1027.972151	894.857399	64.762000
1027.972153	894.857400	64.761000
1027.972151	894.857399	64.759000
1027.972154	894.857400	64.758000
1027.972150	894.857401	64.757000
1027.972152	894.857399	64.755000
1027.972150	894.857399	64.754000
1027.972153	894.857400	64.753000
1027.972153	894.857401	64.751000
1027.972152	894.857397	64.750000
1027.972151	894.857400	64.749000
1027.972151	894.857398	64.747000
1027.972152	894.857399	64.746000
1027.972155	894.857400	64.745000
1027.972152	894.857403	64.744000
1027.972154	894.857401	64.742000
1027.972155	894.857398	64.741000
1027.972154	894.857401	64.740000
1027.972153	894.857399	64.738000
1027.972152	894.857400	64.737000
1027.972150	894.857399	64.736000
1027.972153	894.857399	64.735000
1027.972151	894.857399	64.733000
1027.972149	894.857401	64.732000
1027.972154	894.857402	64.730000
1027.972149	894.857395	64.729000
1027.972152	894.857401	64.728000
1027.972152	894.857395	64.727000
1027.972152	894.857402	64.726000
1027.972153	894.857400	64.725000
1027.972147	894.857399	64.723000
1027.972149	894.857400	64.722000
