994.034916	933.276146	57.074369	50.016000
994.034906	933.293467	57.074415	50.022000
994.034906	933.294714	57.074397	50.022000
994.034915	933.295970	57.074384	50.023000
994.034906	933.297327	57.074426	50.023000
994.034912	933.298484	57.074377	50.023000
994.034908	933.299733	57.074423	50.024000
994.034913	933.300980	57.074378	50.024000
994.034908	933.302235	57.074422	50.024000
994.034918	933.303591	57.074377	50.025000
994.034908	933.304845	57.074423	50.025000
994.034916	933.306098	57.074375	50.025000
994.034908	933.307356	57.074425	50.025000
994.034905	933.308561	57.074424	50.025000
994.034900	933.309865	57.074425	50.025000
994.034900	933.311068	57.074425	50.026000
994.034914	933.312321	57.074375	50.026000
994.034899	933.313577	57.074424	50.026000
994.034915	933.314824	57.074379	50.026000
994.034901	933.316072	57.074421	50.026000
994.034914	933.317329	57.074382	50.025000
994.034901	933.318581	57.074413	50.025000
994.034918	933.319831	57.074393	50.025000
994.034909	933.321080	57.074389	50.025000
994.034907	933.322427	57.074424	50.025000
994.034914	933.323691	57.074376	50.025000
994.034905	933.324942	57.074417	50.024000
994.034910	933.326203	57.074396	50.024000
994.034912	933.327450	57.074384	50.024000
994.034909	933.328652	57.074376	50.024000
994.034919	933.329947	57.074382	50.023000
994.034915	933.331154	57.074392	50.023000
994.034911	933.332458	57.074415	50.023000
994.034917	933.333717	57.074376	50.023000
994.034906	933.334955	57.074415	50.022000
994.034914	933.336212	57.074399	50.022000
994.034915	933.337459	57.074379	50.022000
994.034907	933.338722	57.074421	50.022000
994.034915	933.339966	57.074393	50.022000
994.034912	933.341212	57.074385	50.021000
994.034899	933.342464	57.074423	50.021000
994.034915	933.343819	57.074387	50.021000
994.034911	933.345074	57.074400	50.021000
994.034906	933.346324	57.074420	50.021000
994.034917	933.347569	57.074381	50.020000
994.034903	933.348827	57.074408	50.020000
994.034909	933.350025	57.074387	50.020000
994.034905	933.351286	57.074423	50.020000
994.034918	933.352537	57.074386	50.019000
994.034908	933.353790	57.074398	50.019000
994.034910	933.355034	57.074422	50.019000
994.034914	933.356273	57.074382	50.018000
994.034907	933.357533	57.074404	50.018000
994.034911	933.358791	57.074415	50.017000
994.034915	933.360032	57.074377	50.017000
994.034906	933.361282	57.074416	50.016000
994.034910	933.362529	57.074393	50.016000
994.034909	933.363932	57.074416	50.015000
994.034905	933.365139	57.074423	50.014000
994.034915	933.366393	57.074386	50.014000
994.034905	933.367643	57.074400	50.013000
994.034910	933.368888	57.074421	50.013000
994.034904	933.370091	57.074419	50.012000
994.034916	933.371342	57.074392	50.012000
994.034913	933.372597	57.074386	50.011000
994.034907	933.373854	57.074422	50.011000
994.034916	933.375102	57.074386	50.011000
994.034906	933.376336	57.074404	50.011000
994.034909	933.377595	57.074415	50.011000
994.034916	933.378840	57.074378	50.010000
994.034904	933.380094	57.074417	50.010000
994.034920	933.381331	57.074387	50.010000
